End Date,Year,Month,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths"
11/30/2020,2020.0,11.0,South Dakota,Female,65-74 years,60.0,118.0,35.0,34.0,0.0,61.0
11/30/2020,2020.0,11.0,Montana,Male,25-34 years,73.0,21.0,42.5,31.0,0.0,84.5
11/30/2020,2020.0,11.0,Connecticut,Male,85 years and over,86.0,457.0,50.0,28.0,0.0,108.0
11/30/2020,2020.0,11.0,South Carolina,All Sexes,50-64 years,81.0,899.0,79.0,44.0,0.0,118.0
11/30/2020,2020.0,11.0,Maryland,Female,40-49 years,40.5,77.0,39.5,22.0,0.0,59.0
11/30/2020,2020.0,11.0,Mississippi,All Sexes,Under 1 year,0.0,28.0,0.0,0.0,0.0,0.0
11/30/2020,2020.0,11.0,Texas,Female,40-49 years,73.0,390.0,61.0,41.0,0.0,93.0
11/30/2020,2020.0,11.0,Wyoming,Male,25-34 years,80.5,375.0,54.0,39.0,0.0,95.5
11/30/2020,2020.0,11.0,New Mexico,Female,85 years and over,88.0,360.0,47.0,37.0,0.0,98.0
11/30/2020,2020.0,11.0,California,Female,25-34 years,13.0,169.0,15.0,18.5,0.0,19.0
11/30/2020,2020.0,11.0,Maryland,Female,0-17 years,0.0,18.0,0.0,0.0,0.0,0.0
11/30/2020,2020.0,11.0,Ohio,All Sexes,5-14 years,0.0,14.0,0.0,0.0,0.0,0.0
11/30/2020,2020.0,11.0,Tennessee,Female,0-17 years,0.0,32.0,101.33333333333333,0.0,0.0,223.66666666666666
11/30/2020,2020.0,11.0,Vermont,Male,50-64 years,0.0,43.0,202.66666666666666,0.0,0.0,447.3333333333333
11/30/2020,2020.0,11.0,Wisconsin,All Sexes,75-84 years,611.0,1821.0,304.0,244.0,0.0,671.0
11/30/2020,2020.0,11.0,New York City,Male,5-14 years,0.0,2279.5,0.0,0.0,0.0,0.0
11/30/2020,2020.0,11.0,Texas,Female,75-84 years,595.0,2738.0,477.0,356.0,0.0,717.0
11/30/2020,2020.0,11.0,Kansas,Male,35-44 years,473.25,53.0,381.0,280.75,0.0,574.25
11/30/2020,2020.0,11.0,District of Columbia,Male,85 years and over,351.5,33.0,285.0,205.5,0.0,431.5
11/30/2020,2020.0,11.0,Wyoming,Male,30-39 years,229.75,538.5,189.0,130.25,0.0,288.75
11/30/2020,2020.0,11.0,Louisiana,All Sexes,85 years and over,108.0,1044.0,93.0,55.0,0.0,146.0
11/30/2020,2020.0,11.0,Kentucky,Female,25-34 years,54.0,33.0,96.5,27.5,0.0,148.25
11/30/2020,2020.0,11.0,Wyoming,All Sexes,15-24 years,0.0,112.5,100.0,0.0,0.0,150.5
11/30/2020,2020.0,11.0,Florida,All Sexes,0-17 years,0.0,192.0,103.5,0.0,0.0,152.75
11/30/2020,2020.0,11.0,Georgia,All Sexes,55-64 years,112.0,1309.0,107.0,64.0,0.0,155.0
11/30/2020,2020.0,11.0,Massachusetts,Female,40-49 years,127.5,60.0,122.5,70.0,0.0,180.0
11/30/2020,2020.0,11.0,Washington,All Sexes,75-84 years,143.0,1378.0,138.0,76.0,0.0,205.0
11/30/2020,2020.0,11.0,Missouri,Male,30-39 years,71.5,114.0,69.0,38.0,0.0,102.5
11/30/2020,2020.0,11.0,Vermont,All Sexes,0-17 years,0.0,86.5,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Minnesota,Male,18-29 years,0.0,59.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Montana,All Sexes,18-29 years,0.0,11.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Missouri,Male,35-44 years,11.0,125.0,274.0,216.5,0.0,14.0
12/31/2020,2020.0,12.0,Texas,Male,85 years and over,817.0,2781.0,548.0,433.0,0.0,934.0
12/31/2020,2020.0,12.0,Washington,Male,45-54 years,22.0,192.0,25.0,18.0,0.0,29.0
12/31/2020,2020.0,12.0,Rhode Island,All Sexes,5-14 years,0.0,161.25,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,North Dakota,All Sexes,Under 1 year,0.0,130.5,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Iowa,Male,Under 1 year,0.0,99.75,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Mississippi,All Sexes,25-34 years,10.0,69.0,0.0,0.0,0.0,12.0
12/31/2020,2020.0,12.0,Louisiana,Male,18-29 years,0.0,89.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,New York,Male,5-14 years,0.0,80.5,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Iowa,All Sexes,35-44 years,0.0,72.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Alaska,All Sexes,25-34 years,0.0,22.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Pennsylvania,Female,65-74 years,480.0,1479.0,271.0,232.0,0.0,519.0
12/31/2020,2020.0,12.0,New York City,All Sexes,85 years and over,286.0,1805.0,205.0,91.0,0.0,401.0
12/31/2020,2020.0,12.0,Massachusetts,Female,35-44 years,827.0,46.0,435.5,0.0,0.0,1007.5
12/31/2020,2020.0,12.0,New York,All Sexes,85 years and over,1368.0,4669.0,666.0,420.0,0.0,1614.0
12/31/2020,2020.0,12.0,New York,All Sexes,35-44 years,23.0,222.0,18.0,292.0,0.0,32.0
12/31/2020,2020.0,12.0,Utah,Male,18-29 years,68.5,31.0,43.0,164.0,0.0,89.0
12/31/2020,2020.0,12.0,New York City,Female,75-84 years,114.0,643.0,68.0,36.0,0.0,146.0
12/31/2020,2020.0,12.0,Maine,Female,18-29 years,0.0,358.5,64.66666666666667,0.0,0.0,127.33333333333333
12/31/2020,2020.0,12.0,Vermont,All Sexes,50-64 years,34.5,74.0,61.333333333333336,0.0,0.0,108.66666666666666
12/31/2020,2020.0,12.0,Louisiana,Male,55-64 years,69.0,482.0,58.0,39.0,0.0,90.0
12/31/2020,2020.0,12.0,Delaware,Female,0-17 years,0.0,261.0,29.0,0.0,0.0,194.0
12/31/2020,2020.0,12.0,Minnesota,Female,35-44 years,175.5,40.0,0.0,0.0,0.0,298.0
12/31/2020,2020.0,12.0,New Jersey,All Sexes,50-64 years,351.0,1441.0,234.0,183.0,0.0,402.0
12/31/2020,2020.0,12.0,Indiana,Female,35-44 years,11.0,88.0,12.0,107.0,0.0,15.0
12/31/2020,2020.0,12.0,Oregon,Female,85 years and over,135.0,808.0,55.0,31.0,0.0,159.0
12/31/2020,2020.0,12.0,New Hampshire,Male,30-39 years,67.5,13.0,27.5,15.5,0.0,79.5
12/31/2020,2020.0,12.0,Nebraska,Female,1-4 years,0.0,1068.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Minnesota,All Sexes,85 years and over,805.0,2123.0,320.0,251.0,0.0,874.0
12/31/2020,2020.0,12.0,Massachusetts,Male,50-64 years,81.0,509.0,62.0,38.0,0.0,105.0
12/31/2020,2020.0,12.0,Alabama,Male,75-84 years,302.0,961.0,152.0,103.0,0.0,352.0
12/31/2020,2020.0,12.0,Indiana,Female,5-14 years,151.0,684.0,76.0,0.0,0.0,176.0
12/31/2020,2020.0,12.0,Connecticut,Male,Under 1 year,0.0,407.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Colorado,All Sexes,25-34 years,11.0,130.0,0.0,0.0,0.0,13.0
12/31/2020,2020.0,12.0,Illinois,Male,1-4 years,0.0,146.33333333333334,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Hawaii,Male,0-17 years,0.0,162.66666666666666,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Nevada,Female,55-64 years,56.0,179.0,49.0,42.0,0.0,63.0
12/31/2020,2020.0,12.0,New Mexico,All Sexes,18-29 years,150.33333333333331,58.0,102.0,74.33333333333334,0.0,178.33333333333331
12/31/2020,2020.0,12.0,District of Columbia,Male,35-44 years,244.66666666666666,18.0,155.0,106.66666666666667,0.0,293.66666666666663
12/31/2020,2020.0,12.0,South Carolina,All Sexes,85 years and over,339.0,1567.0,208.0,139.0,0.0,409.0
12/31/2020,2020.0,12.0,Pennsylvania,Male,35-44 years,24.0,259.0,13.0,10.0,0.0,27.0
12/31/2020,2020.0,12.0,Mississippi,Female,25-34 years,7089.0,23.0,4367.5,3321.0,0.0,8139.5
12/31/2020,2020.0,12.0,United States,Male,85 years and over,14154.0,45744.0,8722.0,6632.0,15.0,16252.0
12/31/2020,2020.0,12.0,New York,Male,75-84 years,465.0,1678.0,306.0,202.0,0.0,569.0
12/31/2020,2020.0,12.0,Florida,Female,65-74 years,238.0,1796.0,249.0,151.0,0.0,338.0
12/31/2020,2020.0,12.0,Florida,Male,1-4 years,0.0,1431.5,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Michigan,Female,65-74 years,248.0,1067.0,177.0,136.0,0.0,289.0
12/31/2020,2020.0,12.0,Pennsylvania,Female,18-29 years,202.0,56.0,156.5,112.5,0.0,246.0
12/31/2020,2020.0,12.0,South Carolina,All Sexes,50-64 years,156.0,1085.0,136.0,89.0,0.0,203.0
12/31/2020,2020.0,12.0,South Carolina,Female,5-14 years,0.0,746.0,68.0,0.0,0.0,141.0
12/31/2020,2020.0,12.0,Tennessee,Female,5-14 years,7.0,407.0,0.0,0.0,0.0,79.0
12/31/2020,2020.0,12.0,Mississippi,Female,40-49 years,14.0,68.0,0.0,0.0,0.0,17.0
12/31/2020,2020.0,12.0,New Hampshire,Female,45-54 years,9.333333333333332,12.0,0.0,0.0,0.0,14.0
12/31/2020,2020.0,12.0,Arkansas,Male,35-44 years,4.666666666666666,70.0,0.0,0.0,0.0,11.0
12/31/2020,2020.0,12.0,Arkansas,All Sexes,Under 1 year,0.0,19.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Nevada,Male,55-64 years,109.0,321.0,102.0,83.0,0.0,128.0
12/31/2020,2020.0,12.0,Wyoming,Male,40-49 years,301.0,15.0,238.5,189.0,0.0,350.5
12/31/2020,2020.0,12.0,Texas,Female,50-64 years,493.0,1801.0,375.0,295.0,0.0,573.0
12/31/2020,2020.0,12.0,New Jersey,Female,All Ages,1001.0,4414.0,670.0,504.0,0.0,1168.0
12/31/2020,2020.0,12.0,Kansas,Female,50-64 years,57.0,214.0,36.0,30.0,0.0,63.0
12/31/2020,2020.0,12.0,Wyoming,Female,25-34 years,55.5,353.0,41.5,26.0,0.0,71.0
12/31/2020,2020.0,12.0,Oregon,Male,65-74 years,54.0,492.0,47.0,22.0,0.0,79.0
12/31/2020,2020.0,12.0,South Dakota,Male,85 years and over,91.0,200.0,51.0,42.0,0.0,100.0
12/31/2020,2020.0,12.0,Louisiana,Male,30-39 years,45.5,131.0,25.5,21.0,0.0,50.0
12/31/2020,2020.0,12.0,Minnesota,Female,18-29 years,0.0,17.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Virginia,Male,25-34 years,0.0,91.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,North Dakota,All Sexes,1-4 years,0.0,45.5,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Hawaii,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,New York,All Sexes,Under 1 year,0.0,27.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Michigan,Male,25-34 years,26.0,129.0,16.0,0.0,0.0,10.0
12/31/2020,2020.0,12.0,New York City,Male,15-24 years,52.0,41.0,32.0,0.0,0.0,49.0
12/31/2020,2020.0,12.0,Iowa,All Sexes,55-64 years,78.0,385.0,48.0,38.0,0.0,88.0
12/31/2020,2020.0,12.0,New Mexico,All Sexes,5-14 years,0.0,200.5,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Nevada,Male,0-17 years,0.0,16.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Wisconsin,All Sexes,1-4 years,0.0,31.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Puerto Rico,Male,30-39 years,39.5,46.0,26.75,22.5,0.0,43.75
12/31/2020,2020.0,12.0,Hawaii,Female,15-24 years,79.0,41.5,53.5,45.0,0.0,87.5
12/31/2020,2020.0,12.0,Arkansas,All Sexes,0-17 years,118.5,37.0,80.25,67.5,0.0,131.25
12/31/2020,2020.0,12.0,New Mexico,All Sexes,55-64 years,158.0,414.0,107.0,90.0,0.0,175.0
12/31/2020,2020.0,12.0,New Hampshire,All Sexes,1-4 years,0.0,225.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Virginia,Male,0-17 years,8.5,36.0,0.0,0.0,0.0,10.0
12/31/2020,2020.0,12.0,Wisconsin,Male,40-49 years,17.0,135.0,120.5,88.0,0.0,20.0
12/31/2020,2020.0,12.0,New Jersey,Female,85 years and over,397.0,1885.0,241.0,176.0,0.0,463.0
12/31/2020,2020.0,12.0,Wyoming,All Sexes,0-17 years,0.0,964.5,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,South Carolina,All Sexes,0-17 years,0.0,44.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Arkansas,Female,Under 1 year,0.0,33.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Alaska,Male,30-39 years,0.0,22.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Illinois,Female,18-29 years,0.0,45.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Oklahoma,Male,5-14 years,0.0,370.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Michigan,Female,50-64 years,137.0,695.0,125.0,84.0,0.0,178.0
12/31/2020,2020.0,12.0,Rhode Island,Male,15-24 years,0.0,1844.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,West Virginia,All Sexes,All Ages,758.0,2993.0,483.0,346.0,0.0,895.0
12/31/2020,2020.0,12.0,Minnesota,All Sexes,25-34 years,386.0,79.0,322.0,230.66666666666669,0.0,455.5
12/31/2020,2020.0,12.0,Oklahoma,Female,35-44 years,14.0,62.0,161.0,115.33333333333334,0.0,16.0
12/31/2020,2020.0,12.0,Oklahoma,Female,Under 1 year,0.0,1931.5,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Texas,All Sexes,55-64 years,1087.0,3801.0,792.0,636.0,0.0,1244.0
12/31/2020,2020.0,12.0,South Carolina,Male,50-64 years,93.0,678.0,87.0,57.0,0.0,123.0
12/31/2020,2020.0,12.0,South Carolina,Female,35-44 years,123.5,66.0,91.5,61.5,0.0,153.5
12/31/2020,2020.0,12.0,Mississippi,Female,85 years and over,154.0,581.0,96.0,66.0,0.0,184.0
12/31/2020,2020.0,12.0,Michigan,Female,55-64 years,118.0,563.0,105.0,70.0,0.0,153.0
12/31/2020,2020.0,12.0,Kansas,All Sexes,1-4 years,0.0,326.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Alabama,Male,18-29 years,16.0,89.0,7.5,0.0,0.0,19.0
12/31/2020,2020.0,12.0,Oklahoma,Female,45-54 years,32.0,124.0,15.0,0.0,0.0,38.0
12/31/2020,2020.0,12.0,North Carolina,Male,5-14 years,0.0,10.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Georgia,Female,25-34 years,47.0,65.0,30.5,27.0,0.0,50.5
12/31/2020,2020.0,12.0,Idaho,All Sexes,65-74 years,94.0,337.0,61.0,54.0,0.0,101.0
12/31/2020,2020.0,12.0,Alabama,All Sexes,18-29 years,190.0,127.0,129.5,107.0,0.0,212.5
12/31/2020,2020.0,12.0,Ohio,Male,55-64 years,286.0,1225.0,198.0,160.0,0.0,324.0
12/31/2020,2020.0,12.0,Louisiana,All Sexes,65-74 years,276.0,1193.0,209.0,167.0,0.0,319.0
12/31/2020,2020.0,12.0,Oregon,All Sexes,40-49 years,11.0,122.0,120.5,97.5,0.0,14.0
12/31/2020,2020.0,12.0,New Mexico,Male,45-54 years,43.0,105.0,32.0,28.0,0.0,47.0
12/31/2020,2020.0,12.0,Hawaii,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Georgia,Male,75-84 years,342.0,1413.0,266.0,200.0,0.0,409.0
12/31/2020,2020.0,12.0,Alabama,Female,65-74 years,159.0,658.0,80.0,42.0,0.0,197.0
12/31/2020,2020.0,12.0,New York City,Male,1-4 years,0.0,383.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,New Hampshire,Male,50-64 years,12.0,108.0,48.5,33.0,0.0,14.0
12/31/2020,2020.0,12.0,New Hampshire,All Sexes,All Ages,277.0,1376.0,97.0,66.0,0.0,309.0
12/31/2020,2020.0,12.0,Colorado,All Sexes,50-64 years,180.0,776.0,149.0,119.0,0.0,210.0
12/31/2020,2020.0,12.0,Washington,Female,85 years and over,177.0,1134.0,109.0,75.0,0.0,211.0
12/31/2020,2020.0,12.0,Texas,Male,65-74 years,1151.0,3514.0,851.0,689.0,0.0,1314.0
12/31/2020,2020.0,12.0,Missouri,Male,40-49 years,18.0,156.0,432.5,350.5,0.0,21.0
12/31/2020,2020.0,12.0,Wyoming,Female,75-84 years,26.0,80.0,14.0,12.0,0.0,28.0
12/31/2020,2020.0,12.0,Puerto Rico,All Sexes,85 years and over,102.0,873.0,164.0,69.0,0.0,197.0
12/31/2020,2020.0,12.0,South Carolina,Male,25-34 years,0.0,84.0,183.66666666666666,0.0,0.0,254.33333333333334
12/31/2020,2020.0,12.0,Hawaii,Female,75-84 years,137.5,87.0,203.33333333333334,64.5,0.0,311.6666666666667
12/31/2020,2020.0,12.0,United States,All Sexes,18-29 years,275.0,5455.0,223.0,129.0,1.0,369.0
12/31/2020,2020.0,12.0,Arkansas,All Sexes,30-39 years,10.0,89.0,124.0,74.0,0.0,11.0
12/31/2020,2020.0,12.0,West Virginia,Male,55-64 years,43.0,234.0,25.0,19.0,0.0,49.0
12/31/2020,2020.0,12.0,Maryland,Female,50-64 years,62.0,374.0,42.0,30.0,0.0,74.0
12/31/2020,2020.0,12.0,Montana,Male,Under 1 year,0.0,242.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Wisconsin,All Sexes,30-39 years,83.66666666666667,110.0,0.0,0.0,0.0,10.0
12/31/2020,2020.0,12.0,Kansas,Female,25-34 years,167.33333333333334,20.0,0.0,0.0,0.0,141.5
12/31/2020,2020.0,12.0,Nevada,Male,75-84 years,251.0,586.0,225.0,203.0,0.0,273.0
12/31/2020,2020.0,12.0,Utah,Male,75-84 years,90.0,309.0,65.0,51.0,0.0,104.0
12/31/2020,2020.0,12.0,Oregon,Male,18-29 years,45.0,58.0,32.5,25.5,0.0,52.0
12/31/2020,2020.0,12.0,Vermont,Male,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Delaware,Male,65-74 years,33.0,138.0,26.0,21.0,0.0,38.0
12/31/2020,2020.0,12.0,Hawaii,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Missouri,All Sexes,15-24 years,167.5,63.0,70.5,48.0,0.0,190.0
12/31/2020,2020.0,12.0,Virginia,Female,85 years and over,335.0,1499.0,141.0,96.0,0.0,380.0
12/31/2020,2020.0,12.0,Washington,Female,15-24 years,251.25,19.0,105.75,72.0,0.0,285.0
12/31/2020,2020.0,12.0,Montana,Female,35-44 years,167.5,15.0,70.5,48.0,0.0,190.0
12/31/2020,2020.0,12.0,Massachusetts,All Sexes,25-34 years,83.75,87.0,35.25,24.0,0.0,95.0
12/31/2020,2020.0,12.0,Idaho,All Sexes,18-29 years,0.0,23.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Missouri,All Sexes,75-84 years,679.0,2202.0,436.0,344.0,0.0,772.0
12/31/2020,2020.0,12.0,Puerto Rico,All Sexes,30-39 years,339.5,61.0,218.0,172.0,0.0,386.0
12/31/2020,2020.0,12.0,Wyoming,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,South Carolina,Male,Under 1 year,0.0,15.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Nevada,Male,25-34 years,0.0,49.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Maryland,Female,18-29 years,0.0,18.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,United States,All Sexes,50-64 years,13005.0,57458.0,9297.0,7022.0,25.0,15291.0
12/31/2020,2020.0,12.0,New York City,Male,55-64 years,91.0,538.0,50.0,22.0,0.0,119.0
12/31/2020,2020.0,12.0,Hawaii,All Sexes,18-29 years,45.5,17.0,38.666666666666664,11.0,0.0,88.66666666666667
12/31/2020,2020.0,12.0,North Carolina,Male,0-17 years,0.0,58.0,27.333333333333332,0.0,0.0,58.333333333333336
12/31/2020,2020.0,12.0,Pennsylvania,Female,35-44 years,17.0,116.0,16.0,0.0,0.0,28.0
12/31/2020,2020.0,12.0,Puerto Rico,Male,1-4 years,0.0,93.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,South Dakota,Female,30-39 years,0.0,70.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,North Carolina,Female,0-17 years,0.0,47.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Nebraska,Male,45-54 years,10.0,50.0,0.0,0.0,0.0,10.0
12/31/2020,2020.0,12.0,Ohio,Female,1-4 years,8.0,462.0,0.0,0.0,0.0,11.0
12/31/2020,2020.0,12.0,United States,Male,Under 1 year,6.0,874.0,8.0,2.0,0.0,12.0
12/31/2020,2020.0,12.0,Virginia,Male,40-49 years,14.0,190.0,12.0,1.3333333333333335,0.0,19.0
12/31/2020,2020.0,12.0,Washington,Female,45-54 years,10.0,102.0,15.0,0.6666666666666667,0.0,19.0
12/31/2020,2020.0,12.0,Tennessee,Male,Under 1 year,0.0,29.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Connecticut,All Sexes,5-14 years,0.0,280.5,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Arkansas,Male,75-84 years,184.0,532.0,116.0,98.0,0.0,202.0
12/31/2020,2020.0,12.0,Washington,Male,18-29 years,267.5,70.0,0.0,0.0,0.0,304.5
12/31/2020,2020.0,12.0,New Jersey,Male,85 years and over,351.0,1214.0,212.0,156.0,0.0,407.0
12/31/2020,2020.0,12.0,New Jersey,Female,25-34 years,175.5,30.0,106.0,78.0,0.0,203.5
12/31/2020,2020.0,12.0,Puerto Rico,All Sexes,Under 1 year,0.0,14.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Georgia,All Sexes,65-74 years,448.0,2285.0,373.0,258.0,0.0,565.0
12/31/2020,2020.0,12.0,Nebraska,Female,15-24 years,0.0,0.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Florida,All Sexes,15-24 years,0.0,156.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,New Jersey,Male,18-29 years,0.0,69.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Idaho,Male,1-4 years,0.0,52.66666666666667,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Florida,Female,5-14 years,0.0,36.333333333333336,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Indiana,Female,15-24 years,0.0,20.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,New York City,All Sexes,Under 1 year,0.0,34.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Alabama,Female,25-34 years,0.0,40.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Delaware,Female,15-24 years,0.0,402.5,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Maine,Male,All Ages,93.0,765.0,70.0,29.0,0.0,135.0
12/31/2020,2020.0,12.0,Pennsylvania,Male,55-64 years,328.0,1272.0,190.0,147.0,0.0,371.0
12/31/2020,2020.0,12.0,Minnesota,All Sexes,5-14 years,0.0,660.5,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,West Virginia,Male,25-34 years,0.0,49.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,California,Male,5-14 years,248.0,33.0,168.5,138.0,0.0,279.0
12/31/2020,2020.0,12.0,Illinois,Male,65-74 years,496.0,1560.0,337.0,276.0,0.0,558.0
12/31/2020,2020.0,12.0,Utah,All Sexes,15-24 years,248.0,34.0,168.5,138.0,0.0,279.0
12/31/2020,2020.0,12.0,Rhode Island,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Louisiana,Male,Under 1 year,0.0,22.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Tennessee,Male,5-14 years,0.0,26.666666666666668,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Maryland,Male,1-4 years,0.0,31.333333333333336,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Nevada,All Sexes,15-24 years,29.5,36.0,17.0,11.5,0.0,35.5
12/31/2020,2020.0,12.0,Oregon,All Sexes,55-64 years,59.0,457.0,34.0,23.0,0.0,71.0
12/31/2020,2020.0,12.0,North Carolina,Female,55-64 years,93.0,546.0,73.0,50.0,0.0,116.0
12/31/2020,2020.0,12.0,Oklahoma,Female,55-64 years,107.0,306.0,64.0,47.0,0.0,124.0
12/31/2020,2020.0,12.0,Ohio,Female,Under 1 year,4473.666666666667,26.0,0.0,0.0,0.0,5016.666666666667
12/31/2020,2020.0,12.0,District of Columbia,Female,45-54 years,8840.333333333334,22.0,4545.0,3749.0,0.0,9909.333333333334
12/31/2020,2020.0,12.0,California,All Sexes,All Ages,13207.0,41094.0,9090.0,7498.0,11.0,14802.0
12/31/2020,2020.0,12.0,North Carolina,Female,All Ages,1234.0,5565.0,849.0,603.0,7.333333333333334,1482.0
12/31/2020,2020.0,12.0,Idaho,Female,All Ages,183.0,752.0,90.0,74.0,3.666666666666667,200.0
12/31/2020,2020.0,12.0,Alaska,Male,75-84 years,19.0,69.0,12.0,10.0,0.0,21.0
12/31/2020,2020.0,12.0,Maine,Male,25-34 years,0.0,20.0,6.0,0.0,0.0,10.5
12/31/2020,2020.0,12.0,Hawaii,Female,0-17 years,0.0,1263.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Virginia,All Sexes,85 years and over,569.0,2506.0,272.0,187.0,0.0,654.0
12/31/2020,2020.0,12.0,Tennessee,All Sexes,1-4 years,0.0,3703.5,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,Pennsylvania,All Sexes,75-84 years,1854.0,4901.0,952.0,803.0,0.0,2005.0
12/31/2020,2020.0,12.0,South Dakota,Female,All Ages,192.0,497.0,98.0,78.0,0.0,212.0
12/31/2020,2020.0,12.0,West Virginia,Male,65-74 years,90.0,383.0,66.0,41.0,0.0,115.0
12/31/2020,2020.0,12.0,Massachusetts,All Sexes,15-24 years,0.0,40.0,0.0,0.0,0.0,0.0
12/31/2020,2020.0,12.0,United States,Female,5-14 years,7.0,189.0,9.0,2.0,0.0,14.0
12/31/2020,2020.0,12.0,Michigan,All Sexes,35-44 years,22.0,285.0,18.0,12.0,0.0,28.0
12/31/2020,2020.0,12.0,Indiana,All Sexes,55-64 years,262.0,1087.0,207.0,148.0,0.0,322.0
12/31/2020,2020.0,12.0,Mississippi,Male,50-64 years,106.0,480.0,81.0,51.0,0.0,136.0
12/31/2020,2020.0,12.0,Vermont,All Sexes,All Ages,68.0,592.0,43.0,17.0,0.0,94.0
12/31/2020,2020.0,12.0,Kansas,Male,18-29 years,604.6666666666666,49.0,360.0,291.3333333333333,0.0,673.6666666666666
